location,context,source,target
digcomp.statement.2.3.advanced.16.ai_label,digcomp.statement.2.3.advanced.16.ai_label,AI-Explicit,
digcomp.statement.2.3.advanced.17,digcomp.statement.2.3.advanced.17,Assist others to identify opportunities and participate in digital environments for (self or community) empowerment and civic participation.,
digcomp.statement.2.3.advanced.17.ai_label,digcomp.statement.2.3.advanced.17.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.3.advanced.18,digcomp.statement.2.3.advanced.18,Support others to inform themselves about and exercise their rights under digital legislation.,
digcomp.statement.2.3.advanced.18.ai_label,digcomp.statement.2.3.advanced.18.ai_label,AI-Implicit,
digcomp.statement.2.3.highly_advanced.19,digcomp.statement.2.3.highly_advanced.19,"Use up-to-date knowledge of digital technologies and legislative developments to evaluate impacts of digital technologies on society, political processes, or the economy, from a range of perspectives.",
digcomp.statement.2.3.highly_advanced.19.ai_label,digcomp.statement.2.3.highly_advanced.19.ai_label,AI-Implicit,
digcomp.statement.2.3.highly_advanced.20,digcomp.statement.2.3.highly_advanced.20,"Assist others to comprehend the main provisions of digital legislation, given a specific context.",
digcomp.statement.2.3.highly_advanced.20.ai_label,digcomp.statement.2.3.highly_advanced.20.ai_label,AI-Implicit,
digcomp.statement.2.3.highly_advanced.21,digcomp.statement.2.3.highly_advanced.21,"Lead or design digital citizenship initiatives, for example to promote civic participation, inclusion or empowerment.",
digcomp.statement.2.3.highly_advanced.21.ai_label,digcomp.statement.2.3.highly_advanced.21.ai_label,AI-Implicit,
digcomp.statement.2.4.basic.01,digcomp.statement.2.4.basic.01,"Participate in collaborative groups via digital collaboration tools, recognising their benefits and limitations.",
digcomp.statement.2.4.basic.01.ai_label,digcomp.statement.2.4.basic.01.ai_label,AI-Implicit,
digcomp.statement.2.4.basic.02,digcomp.statement.2.4.basic.02,Recognise the presence of AI systems in digital collaboration tools.,
digcomp.statement.2.4.basic.02.ai_label,digcomp.statement.2.4.basic.02.ai_label,AI-Explicit,
digcomp.statement.2.4.basic.03,digcomp.statement.2.4.basic.03,Acknowledge the importance of effective communication skills for successful collaboration in digital environments.,
digcomp.statement.2.4.basic.03.ai_label,digcomp.statement.2.4.basic.03.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.4.intermediate.04,digcomp.statement.2.4.intermediate.04,"Create, manage and contribute effectively to simple collaborative tasks in digital environments.",
digcomp.statement.2.4.intermediate.04.ai_label,digcomp.statement.2.4.intermediate.04.ai_label,AI-Implicit,
digcomp.statement.2.4.intermediate.05,digcomp.statement.2.4.intermediate.05,"Recognise main features and functions of a variety of collaboration tools, selecting them to meet collaboration goals.",
digcomp.statement.2.4.intermediate.05.ai_label,digcomp.statement.2.4.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.2.4.intermediate.06,digcomp.statement.2.4.intermediate.06,"Identify examples of ethical, responsible and effective human-AI collaboration.",
digcomp.statement.2.4.intermediate.06.ai_label,digcomp.statement.2.4.intermediate.06.ai_label,AI-Explicit,
digcomp.statement.2.4.intermediate.07,digcomp.statement.2.4.intermediate.07,Take account of different perspectives to help achieve a common goal in digital environments.,
digcomp.statement.2.4.intermediate.07.ai_label,digcomp.statement.2.4.intermediate.07.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.4.advanced.08,digcomp.statement.2.4.advanced.08,"Use and combine a variety of digital collaboration tools, ensuring proportionate and ethical use of digital technologies and human-AI collaboration processes that meet the needs of projects, tasks and groups.",
digcomp.statement.2.4.advanced.08.ai_label,digcomp.statement.2.4.advanced.08.ai_label,AI-Explicit,
digcomp.statement.2.4.advanced.09,digcomp.statement.2.4.advanced.09,Lead collaboration in digital environments.,
digcomp.statement.2.4.advanced.09.ai_label,digcomp.statement.2.4.advanced.09.ai_label,AI-Implicit,
digcomp.statement.2.4.advanced.10,digcomp.statement.2.4.advanced.10,Help others to develop their capabilities to collaborate in digital environments.,
digcomp.statement.2.4.advanced.10.ai_label,digcomp.statement.2.4.advanced.10.ai_label,AI-Implicit,
digcomp.statement.2.4.highly_advanced.11,digcomp.statement.2.4.highly_advanced.11,"Promote and support proportionate, ethical and effective use of digital technologies including AI systems in collaborations.",
digcomp.statement.2.4.highly_advanced.11.ai_label,digcomp.statement.2.4.highly_advanced.11.ai_label,AI-Explicit,
digcomp.statement.2.4.highly_advanced.12,digcomp.statement.2.4.highly_advanced.12,Design complex or specialised collaboration strategies or systems for digital environments.,
digcomp.statement.2.4.highly_advanced.12.ai_label,digcomp.statement.2.4.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.2.4.highly_advanced.13,digcomp.statement.2.4.highly_advanced.13,Assist others to develop capabilities to lead collaboration in digital environments.,
digcomp.statement.2.4.highly_advanced.13.ai_label,digcomp.statement.2.4.highly_advanced.13.ai_label,AI-Implicit,
digcomp.statement.2.4.highly_advanced.14,digcomp.statement.2.4.highly_advanced.14,Lead or contribute to improvements in or new solutions for human-AI collaboration.,
digcomp.statement.2.4.highly_advanced.14.ai_label,digcomp.statement.2.4.highly_advanced.14.ai_label,AI-Explicit,
digcomp.statement.2.5.basic.01,digcomp.statement.2.5.basic.01,"Recognise differences in verbal and non-verbal behaviour in digital and non-digital environments, and that there are cultural and contextual differences in verbal and non-verbal digital communication.",
digcomp.statement.2.5.basic.01.ai_label,digcomp.statement.2.5.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.basic.02,digcomp.statement.2.5.basic.02,Acknowledge the importance of giving space to the opinions of others in digital environments.,
digcomp.statement.2.5.basic.02.ai_label,digcomp.statement.2.5.basic.02.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.basic.03,digcomp.statement.2.5.basic.03,"Recognise that some behaviour in digital environments may not be acceptable to others, and/or may have legal consequences.",
digcomp.statement.2.5.basic.03.ai_label,digcomp.statement.2.5.basic.03.ai_label,AI-Implicit,
digcomp.statement.2.5.basic.04,digcomp.statement.2.5.basic.04,Use appropriate tone and visual expression such as emoji in formal and non-formal digital environments.,
digcomp.statement.2.5.basic.04.ai_label,digcomp.statement.2.5.basic.04.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.intermediate.05,digcomp.statement.2.5.intermediate.05,Describe the relationship between digital behaviour and digital reputation.,
digcomp.statement.2.5.intermediate.05.ai_label,digcomp.statement.2.5.intermediate.05.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.intermediate.06,digcomp.statement.2.5.intermediate.06,Prioritise behaviour that supports inclusion and a positive digital reputation for oneself and others.,
digcomp.statement.2.5.intermediate.06.ai_label,digcomp.statement.2.5.intermediate.06.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.intermediate.07,digcomp.statement.2.5.intermediate.07,Identify key rights and responsibilities of children and adults in relation to digital behaviour.,
digcomp.statement.2.5.intermediate.07.ai_label,digcomp.statement.2.5.intermediate.07.ai_label,AI-Implicit,
digcomp.statement.2.5.advanced.08,digcomp.statement.2.5.advanced.08,Respond with effective and respectful communication and behaviour to difficult or complex situations in digital environments.,
digcomp.statement.2.5.advanced.08.ai_label,digcomp.statement.2.5.advanced.08.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.advanced.09,digcomp.statement.2.5.advanced.09,"Distinguish between ethical, legal and illegal behaviours in digital environments, recognising that these distinctions may be complex.",
digcomp.statement.2.5.advanced.09.ai_label,digcomp.statement.2.5.advanced.09.ai_label,AI-Implicit,
digcomp.statement.2.5.advanced.10,digcomp.statement.2.5.advanced.10,"Analyse patterns of abuse of specific groups in digital environments and their potential impacts, and describe ways in which they can be reported and tackled.",
digcomp.statement.2.5.advanced.10.ai_label,digcomp.statement.2.5.advanced.10.ai_label,AI-Implicit,
digcomp.statement.2.5.advanced.11,digcomp.statement.2.5.advanced.11,Promote and support inclusive and respectful behaviour in digital environments.,
digcomp.statement.2.5.advanced.11.ai_label,digcomp.statement.2.5.advanced.11.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.advanced.12,digcomp.statement.2.5.advanced.12,Support others to develop their capacities for inclusive and respectful behaviour in digital environments.,
digcomp.statement.2.5.advanced.12.ai_label,digcomp.statement.2.5.advanced.12.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.5.highly_advanced.13,digcomp.statement.2.5.highly_advanced.13,Stay informed about developments in policies and legislation relating to behaviour in digital environments.,
digcomp.statement.2.5.highly_advanced.13.ai_label,digcomp.statement.2.5.highly_advanced.13.ai_label,AI-Implicit,
digcomp.statement.2.5.highly_advanced.14,digcomp.statement.2.5.highly_advanced.14,Assist others to understand key rights and responsibilities under policies or legislation relating to digital behaviour in a given context.,
digcomp.statement.2.5.highly_advanced.14.ai_label,digcomp.statement.2.5.highly_advanced.14.ai_label,AI-Implicit,
digcomp.statement.2.5.highly_advanced.15,digcomp.statement.2.5.highly_advanced.15,Lead or contribute to digital behaviour policies or initiatives.,
digcomp.statement.2.5.highly_advanced.15.ai_label,digcomp.statement.2.5.highly_advanced.15.ai_label,AI-Implicit,
digcomp.statement.2.6.basic.01,digcomp.statement.2.6.basic.01,Acknowledge the benefits of implementing measures to help manage one's digital identity.,
digcomp.statement.2.6.basic.01.ai_label,digcomp.statement.2.6.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.6.basic.02,digcomp.statement.2.6.basic.02,"Recognise features of physical and digital identities, and identify aspects of physical identity that can be linked to digital identity.",
digcomp.statement.2.6.basic.02.ai_label,digcomp.statement.2.6.basic.02.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.6.basic.03,digcomp.statement.2.6.basic.03,"Recognise digital identity as both a means of authenticating (validating) an individual and the data generated by an individual's online activities, and identify common forms and uses of digital identity.",
digcomp.statement.2.6.basic.03.ai_label,digcomp.statement.2.6.basic.03.ai_label,AI-Implicit,
digcomp.statement.2.6.basic.04,digcomp.statement.2.6.basic.04,Recognise the concept and components of a digital footprint.,
digcomp.statement.2.6.basic.04.ai_label,digcomp.statement.2.6.basic.04.ai_label,AI-Implicit,
digcomp.statement.2.6.basic.05,digcomp.statement.2.6.basic.05,Recognise that digital identity protection laws protect individuals' data and privacy.,
digcomp.statement.2.6.basic.05.ai_label,digcomp.statement.2.6.basic.05.ai_label,AI-Implicit,
digcomp.statement.2.6.basic.06,digcomp.statement.2.6.basic.06,"Identify and implement simple measures, such as limiting tracking and deleting browsing history, to manage digital identity.",
digcomp.statement.2.6.basic.06.ai_label,digcomp.statement.2.6.basic.06.ai_label,AI not Implicit or Explicit,
digcomp.statement.2.6.intermediate.07,digcomp.statement.2.6.intermediate.07,Acknowledge the importance of one's own role and rights in the management of digital identity.,
digcomp.statement.2.6.intermediate.07.ai_label,digcomp.statement.2.6.intermediate.07.ai_label,AI-Implicit,
digcomp.statement.2.6.intermediate.08,digcomp.statement.2.6.intermediate.08,Identify examples of actively and passively generated information in relation to digital identity.,
digcomp.statement.2.6.intermediate.08.ai_label,digcomp.statement.2.6.intermediate.08.ai_label,AI-Implicit,
digcomp.statement.2.6.intermediate.09,digcomp.statement.2.6.intermediate.09,Analyse the scope of one's own digital identity to implement protections.,
digcomp.statement.2.6.intermediate.09.ai_label,digcomp.statement.2.6.intermediate.09.ai_label,AI-Implicit,
digcomp.statement.2.6.intermediate.10,digcomp.statement.2.6.intermediate.10,"Adjust settings on devices and apps, online accounts and activity tracking to help manage one’s digital identity.",
digcomp.statement.2.6.intermediate.10.ai_label,digcomp.statement.2.6.intermediate.10.ai_label,AI-Implicit,
digcomp.statement.2.6.intermediate.11,digcomp.statement.2.6.intermediate.11,Curate and manage one or more digital identities using a variety of features and functionalities on digital platforms or services.,
digcomp.statement.2.6.intermediate.11.ai_label,digcomp.statement.2.6.intermediate.11.ai_label,AI-Implicit,
digcomp.statement.2.6.advanced.12,digcomp.statement.2.6.advanced.12,Describe ways to exercise legal rights in issues relating to digital identity.,
digcomp.statement.2.6.advanced.12.ai_label,digcomp.statement.2.6.advanced.12.ai_label,AI-Implicit,
digcomp.statement.2.6.advanced.13,digcomp.statement.2.6.advanced.13,"Assess one's digital identity on an ongoing basis, and use a variety of processes to manage digital identity.",
digcomp.statement.2.6.advanced.13.ai_label,digcomp.statement.2.6.advanced.13.ai_label,AI-Implicit,
digcomp.statement.2.6.advanced.14,digcomp.statement.2.6.advanced.14,"Assess benefits, social and ethical implications of the use of AI systems in digital identity management.",
digcomp.statement.2.6.advanced.14.ai_label,digcomp.statement.2.6.advanced.14.ai_label,AI-Explicit,
digcomp.statement.2.6.advanced.15,digcomp.statement.2.6.advanced.15,"Curate and manage digital identities for personal, professional and/or organisational purposes across a variety of platforms and services.",
digcomp.statement.2.6.advanced.15.ai_label,digcomp.statement.2.6.advanced.15.ai_label,AI-Implicit,
digcomp.statement.2.6.advanced.16,digcomp.statement.2.6.advanced.16,Assist others with basic digital identity management.,
digcomp.statement.2.6.advanced.16.ai_label,digcomp.statement.2.6.advanced.16.ai_label,AI-Implicit,
digcomp.statement.2.6.highly_advanced.17,digcomp.statement.2.6.highly_advanced.17,Stay informed about developments in digital technologies in relation to digital identity management and protection.,
digcomp.statement.2.6.highly_advanced.17.ai_label,digcomp.statement.2.6.highly_advanced.17.ai_label,AI-Implicit,
digcomp.statement.2.6.highly_advanced.18,digcomp.statement.2.6.highly_advanced.18,Support others to deepen their capabilities in the management and curation of digital identities.,
digcomp.statement.2.6.highly_advanced.18.ai_label,digcomp.statement.2.6.highly_advanced.18.ai_label,AI-Implicit,
digcomp.statement.2.6.highly_advanced.19,digcomp.statement.2.6.highly_advanced.19,Advise others on complex aspects of digital identity management and rights.,
digcomp.statement.2.6.highly_advanced.19.ai_label,digcomp.statement.2.6.highly_advanced.19.ai_label,AI-Implicit,
digcomp.statement.3.1.basic.01,digcomp.statement.3.1.basic.01,Acknowledge the benefits of exploring a variety of digital content creation tools to support content creation goals.,
digcomp.statement.3.1.basic.01.ai_label,digcomp.statement.3.1.basic.01.ai_label,AI-Implicit,
digcomp.statement.3.1.basic.02,digcomp.statement.3.1.basic.02,Acknowledge the importance of accessible and inclusive digital content.,
digcomp.statement.3.1.basic.02.ai_label,digcomp.statement.3.1.basic.02.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.1.basic.03,digcomp.statement.3.1.basic.03,"Identify common types of digital content and file formats, and common operational functions across digital content creation tools.",
digcomp.statement.3.1.basic.03.ai_label,digcomp.statement.3.1.basic.03.ai_label,AI-Implicit,
digcomp.statement.3.1.basic.04,digcomp.statement.3.1.basic.04,"Recognise that while AI systems can generate content, humans are essential to ensure ethical, responsible, and context-appropriate outputs.",
digcomp.statement.3.1.basic.04.ai_label,digcomp.statement.3.1.basic.04.ai_label,AI-Explicit,
digcomp.statement.3.1.basic.05,digcomp.statement.3.1.basic.05,Recognise that generative AI is a particular type of AI and is one of various digital technologies that can be used to support content creation.,
digcomp.statement.3.1.basic.05.ai_label,digcomp.statement.3.1.basic.05.ai_label,AI-Explicit,
digcomp.statement.3.1.basic.06,digcomp.statement.3.1.basic.06,Use basic features of content creation tools to create and edit digital content.,
digcomp.statement.3.1.basic.06.ai_label,digcomp.statement.3.1.basic.06.ai_label,AI-Implicit,
digcomp.statement.3.1.intermediate.07,digcomp.statement.3.1.intermediate.07,Purposefully explore features and functions of digital content creation tools to deepen capabilities.,
digcomp.statement.3.1.intermediate.07.ai_label,digcomp.statement.3.1.intermediate.07.ai_label,AI-Implicit,
digcomp.statement.3.1.intermediate.08,digcomp.statement.3.1.intermediate.08,"Describe benefits and limitations in the use of digital technologies such as AI systems for content creation, using them selectively and ethically.",
digcomp.statement.3.1.intermediate.08.ai_label,digcomp.statement.3.1.intermediate.08.ai_label,AI-Explicit,
digcomp.statement.3.1.intermediate.09,digcomp.statement.3.1.intermediate.09,Use a variety of content creation tools to create and edit digital content.,
digcomp.statement.3.1.intermediate.09.ai_label,digcomp.statement.3.1.intermediate.09.ai_label,AI-Implicit,
digcomp.statement.3.1.intermediate.10,digcomp.statement.3.1.intermediate.10,Apply strategies that enable efficient digital content creation.,
digcomp.statement.3.1.intermediate.10.ai_label,digcomp.statement.3.1.intermediate.10.ai_label,AI-Implicit,
digcomp.statement.3.1.intermediate.11,digcomp.statement.3.1.intermediate.11,"Assess audience accessibility and inclusivity needs, and create and edit digital content accordingly.",
digcomp.statement.3.1.intermediate.11.ai_label,digcomp.statement.3.1.intermediate.11.ai_label,AI-Implicit,
digcomp.statement.3.1.advanced.12,digcomp.statement.3.1.advanced.12,"Acknowledge the importance of assessing capabilities, constraints and ethical aspects of digital content creation tools.",
digcomp.statement.3.1.advanced.12.ai_label,digcomp.statement.3.1.advanced.12.ai_label,AI-Implicit,
digcomp.statement.3.1.advanced.13,digcomp.statement.3.1.advanced.13,Select and combine digital content creation tools and methods to meet complex content creation task and audience requirements.,
digcomp.statement.3.1.advanced.13.ai_label,digcomp.statement.3.1.advanced.13.ai_label,AI-Implicit,
digcomp.statement.3.1.advanced.14,digcomp.statement.3.1.advanced.14,"Create and edit complex or specialised digital content, tailored appropriately to goals and audience.",
digcomp.statement.3.1.advanced.14.ai_label,digcomp.statement.3.1.advanced.14.ai_label,AI-Implicit,
digcomp.statement.3.1.advanced.15,digcomp.statement.3.1.advanced.15,Support others to develop their capabilities in digital content creation using ethical and responsible approaches.,
digcomp.statement.3.1.advanced.15.ai_label,digcomp.statement.3.1.advanced.15.ai_label,AI-Implicit,
digcomp.statement.3.1.highly_advanced.16,digcomp.statement.3.1.highly_advanced.16,"Promote and support accessibility and inclusivity, and the selective and ethical use of AI systems, in digital content creation.",
digcomp.statement.3.1.highly_advanced.16.ai_label,digcomp.statement.3.1.highly_advanced.16.ai_label,AI-Explicit,
digcomp.statement.3.1.highly_advanced.17,digcomp.statement.3.1.highly_advanced.17,Help others to develop advanced digital content creation capabilities.,
digcomp.statement.3.1.highly_advanced.17.ai_label,digcomp.statement.3.1.highly_advanced.17.ai_label,AI-Implicit,
digcomp.statement.3.1.highly_advanced.18,digcomp.statement.3.1.highly_advanced.18,Lead or contribute to complex or specialised digital content creation initiatives.,
digcomp.statement.3.1.highly_advanced.18.ai_label,digcomp.statement.3.1.highly_advanced.18.ai_label,AI-Implicit,
digcomp.statement.3.1.highly_advanced.19,digcomp.statement.3.1.highly_advanced.19,Lead or contribute to improvements in or new solutions for complex or specialised digital content.,
digcomp.statement.3.1.highly_advanced.19.ai_label,digcomp.statement.3.1.highly_advanced.19.ai_label,AI-Implicit,
digcomp.statement.3.2.basic.01,digcomp.statement.3.2.basic.01,Acknowledge the importance of ethical and transparent practices when re-using or elaborating existing digital content.,
digcomp.statement.3.2.basic.01.ai_label,digcomp.statement.3.2.basic.01.ai_label,AI-Implicit,
digcomp.statement.3.2.basic.02,digcomp.statement.3.2.basic.02,Acknowledge the benefits of exploring digital content integration and elaboration tools and techniques.,
digcomp.statement.3.2.basic.02.ai_label,digcomp.statement.3.2.basic.02.ai_label,AI-Implicit,
digcomp.statement.3.2.basic.03,digcomp.statement.3.2.basic.03,Distinguish between editable and uneditable digital content.,
digcomp.statement.3.2.basic.03.ai_label,digcomp.statement.3.2.basic.03.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.2.basic.04,digcomp.statement.3.2.basic.04,"Make changes to digital content using basic editing, formatting and integration functions.",
digcomp.statement.3.2.basic.04.ai_label,digcomp.statement.3.2.basic.04.ai_label,AI-Implicit,
digcomp.statement.3.2.intermediate.05,digcomp.statement.3.2.intermediate.05,Purposefully explore a variety of ways to integrate and re-elaborate digital content.,
digcomp.statement.3.2.intermediate.05.ai_label,digcomp.statement.3.2.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.3.2.intermediate.06,digcomp.statement.3.2.intermediate.06,"Adjust or integrate digital content to meet format, structure and audience requirements.",
digcomp.statement.3.2.intermediate.06.ai_label,digcomp.statement.3.2.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.3.2.intermediate.07,digcomp.statement.3.2.intermediate.07,"Modify or transform digital textual, numeric or visual representations to effectively and accurately convey the meaning of data and information.",
digcomp.statement.3.2.intermediate.07.ai_label,digcomp.statement.3.2.intermediate.07.ai_label,AI-Implicit,
digcomp.statement.3.2.intermediate.08,digcomp.statement.3.2.intermediate.08,"Use digital technologies in a selective, ethical, transparent and responsible way to make enhancements or integrations to existing digital content.",
digcomp.statement.3.2.intermediate.08.ai_label,digcomp.statement.3.2.intermediate.08.ai_label,AI-Implicit,
digcomp.statement.3.2.advanced.09,digcomp.statement.3.2.advanced.09,"Adjust or integrate a variety of digital content to meet complex format, structure, and audience requirements.",
digcomp.statement.3.2.advanced.09.ai_label,digcomp.statement.3.2.advanced.09.ai_label,AI-Implicit,
digcomp.statement.3.2.advanced.10,digcomp.statement.3.2.advanced.10,"Apply digital technologies in a selective, ethical and transparent way to make improvements or integrations to complex digital content.",
digcomp.statement.3.2.advanced.10.ai_label,digcomp.statement.3.2.advanced.10.ai_label,AI-Implicit,
digcomp.statement.3.2.advanced.11,digcomp.statement.3.2.advanced.11,Support others in developing their capabilities in digital content enhancement.,
digcomp.statement.3.2.advanced.11.ai_label,digcomp.statement.3.2.advanced.11.ai_label,AI-Implicit,
digcomp.statement.3.2.highly_advanced.12,digcomp.statement.3.2.highly_advanced.12,"Promote and support ethical and transparent practices in digital content integration and re-elaboration, informed by current digital technological developments.",
digcomp.statement.3.2.highly_advanced.12.ai_label,digcomp.statement.3.2.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.3.2.highly_advanced.13,digcomp.statement.3.2.highly_advanced.13,Evaluate and apply advanced design and data visualisation techniques to complex or specialised digital content integration and re-elaboration.,
digcomp.statement.3.2.highly_advanced.13.ai_label,digcomp.statement.3.2.highly_advanced.13.ai_label,AI-Implicit,
digcomp.statement.3.2.highly_advanced.14,digcomp.statement.3.2.highly_advanced.14,Assist others with complex digital content integration or re-elaboration tasks.,
digcomp.statement.3.2.highly_advanced.14.ai_label,digcomp.statement.3.2.highly_advanced.14.ai_label,AI-Implicit,
digcomp.statement.3.2.highly_advanced.15,digcomp.statement.3.2.highly_advanced.15,"Lead or contribute to complex digital content integration or re-elaboration initiatives, or to improvements in or new solutions for digital content integration or re-elaboration.",
digcomp.statement.3.2.highly_advanced.15.ai_label,digcomp.statement.3.2.highly_advanced.15.ai_label,AI-Implicit,
digcomp.statement.3.3.basic.01,digcomp.statement.3.3.basic.01,"Recognise the general concepts of copyright and licence in digital contexts, and that an individual’s original digital content is automatically copyrighted.",
digcomp.statement.3.3.basic.01.ai_label,digcomp.statement.3.3.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.3.basic.02,digcomp.statement.3.3.basic.02,"Recognise that copyright and licences can apply to digital content, including AI-generated content, and that these determine how content can be used and shared.",
digcomp.statement.3.3.basic.02.ai_label,digcomp.statement.3.3.basic.02.ai_label,AI-Explicit,
digcomp.statement.3.3.basic.03,digcomp.statement.3.3.basic.03,Recognise that AI-generated content should be labelled as such to help others understand its origin and possibilities for further use.,
digcomp.statement.3.3.basic.03.ai_label,digcomp.statement.3.3.basic.03.ai_label,AI-Explicit,
digcomp.statement.3.3.basic.04,digcomp.statement.3.3.basic.04,"Use and share digital content in compliance with basic legal and ethical guidelines, and identify digital content that can be used free of charge.",
digcomp.statement.3.3.basic.04.ai_label,digcomp.statement.3.3.basic.04.ai_label,AI-Implicit,
digcomp.statement.3.3.intermediate.05,digcomp.statement.3.3.intermediate.05,"Acknowledge the complexity of copyright and licences in digital contexts, prioritising a cautious approach.",
digcomp.statement.3.3.intermediate.05.ai_label,digcomp.statement.3.3.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.3.3.intermediate.06,digcomp.statement.3.3.intermediate.06,"Define the concept of intellectual property, and distinguish between copyright, trademark, design and patent.",
digcomp.statement.3.3.intermediate.06.ai_label,digcomp.statement.3.3.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.3.3.intermediate.07,digcomp.statement.3.3.intermediate.07,"Identify common types and purposes of licences in digital contexts, including Creative Commons.",
digcomp.statement.3.3.intermediate.07.ai_label,digcomp.statement.3.3.intermediate.07.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.3.intermediate.08,digcomp.statement.3.3.intermediate.08,"Describe ethical, legal and commercial implications of copyright violations in digital contexts.",
digcomp.statement.3.3.intermediate.08.ai_label,digcomp.statement.3.3.intermediate.08.ai_label,AI-Implicit,
digcomp.statement.3.3.intermediate.09,digcomp.statement.3.3.intermediate.09,Identify examples of legal and ethical challenges relating to copyright in the training of AI models.,
digcomp.statement.3.3.intermediate.09.ai_label,digcomp.statement.3.3.intermediate.09.ai_label,AI-Explicit,
digcomp.statement.3.3.intermediate.10,digcomp.statement.3.3.intermediate.10,Apply legal and ethical guidelines appropriately when using and sharing digital content.,
digcomp.statement.3.3.intermediate.10.ai_label,digcomp.statement.3.3.intermediate.10.ai_label,AI-Implicit,
digcomp.statement.3.3.advanced.11,digcomp.statement.3.3.advanced.11,Describe key features of current legislation in relation to digital copyright and licences.,
digcomp.statement.3.3.advanced.11.ai_label,digcomp.statement.3.3.advanced.11.ai_label,AI-Implicit,
digcomp.statement.3.3.advanced.12,digcomp.statement.3.3.advanced.12,"Describe examples of where copyright applies and does not apply in digital contexts, distinguishing between training data for AI systems and AI-generated content.",
digcomp.statement.3.3.advanced.12.ai_label,digcomp.statement.3.3.advanced.12.ai_label,AI-Explicit,
digcomp.statement.3.3.advanced.13,digcomp.statement.3.3.advanced.13,Assess and correctly apply legal and ethical guidelines for using and sharing digital content in complex contexts (for example in relation to AI systems).,
digcomp.statement.3.3.advanced.13.ai_label,digcomp.statement.3.3.advanced.13.ai_label,AI-Explicit,
digcomp.statement.3.3.advanced.14,digcomp.statement.3.3.advanced.14,Assist others to use and share digital content in compliance with legal and ethical guidelines.,
digcomp.statement.3.3.advanced.14.ai_label,digcomp.statement.3.3.advanced.14.ai_label,AI-Implicit,
digcomp.statement.3.3.highly_advanced.15,digcomp.statement.3.3.highly_advanced.15,Promote and support awareness and understanding of legal and ethical copyright and licensing practices in digital contexts.,
digcomp.statement.3.3.highly_advanced.15.ai_label,digcomp.statement.3.3.highly_advanced.15.ai_label,AI-Implicit,
digcomp.statement.3.3.highly_advanced.16,digcomp.statement.3.3.highly_advanced.16,"Apply advanced knowledge of intellectual property rights, copyright and licensing concepts in digital contexts to inform decision-making.",
digcomp.statement.3.3.highly_advanced.16.ai_label,digcomp.statement.3.3.highly_advanced.16.ai_label,AI-Implicit,
digcomp.statement.3.3.highly_advanced.17,digcomp.statement.3.3.highly_advanced.17,Lead or contribute to policies or guidelines on copyright and licensing in digital contexts.,
digcomp.statement.3.3.highly_advanced.17.ai_label,digcomp.statement.3.3.highly_advanced.17.ai_label,AI-Implicit,
digcomp.statement.3.4.basic.01,digcomp.statement.3.4.basic.01,"Recognise the role of programming in society, and common uses of computer programs and applications.",
digcomp.statement.3.4.basic.01.ai_label,digcomp.statement.3.4.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.4.basic.02,digcomp.statement.3.4.basic.02,Recognise computational thinking as a human activity which involves the identification of steps that can be performed by a computer to solve a problem or task.,
digcomp.statement.3.4.basic.02.ai_label,digcomp.statement.3.4.basic.02.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.4.basic.03,digcomp.statement.3.4.basic.03,"Recognise what AI is in general terms, making a basic distinction between what is and what is not an AI system.",
digcomp.statement.3.4.basic.03.ai_label,digcomp.statement.3.4.basic.03.ai_label,AI-Explicit,
digcomp.statement.3.4.basic.04,digcomp.statement.3.4.basic.04,"Represent simple sequences symbolically, interpret simple symbolic sequences, and give basic instructions to a computer to perform simple tasks.",
digcomp.statement.3.4.basic.04.ai_label,digcomp.statement.3.4.basic.04.ai_label,AI-Implicit,
digcomp.statement.3.4.intermediate.05,digcomp.statement.3.4.intermediate.05,"Acknowledge the relevance of computational thinking, algorithmic representation and programming to everyday contexts.",
